2025-03-22 22:41:04,39.13,60.73,1934
2025-03-22 22:41:19,35.44,39.27,1918
2025-03-22 22:41:34,4.39,83.51,525
2025-03-22 22:41:49,-12.66,52.54,380
2025-03-22 22:42:04,-45.48,54.6,476
2025-03-22 22:42:19,33.17,89.86,494
2025-03-22 22:42:34,42.55,89.16,1036
2025-03-22 22:42:49,-30.0,6.74,863
2025-03-22 22:43:04,-35.36,37.09,1480
2025-03-22 22:43:19,35.34,4.29,439
2025-03-22 22:43:34,13.77,75.79,771
2025-03-22 22:43:49,-7.56,78.21,740
2025-03-22 22:44:04,2.93,96.71,481
2025-03-22 22:44:19,12.36,28.78,1272
2025-03-22 22:44:34,-0.53,99.39,1596
2025-03-22 22:44:49,34.22,69.62,501
2025-03-22 22:45:04,-41.46,87.86,335
2025-03-22 22:45:19,-17.87,17.83,1665
2025-03-22 22:45:34,25.06,67.76,743
2025-03-22 22:45:49,-27.35,73.77,412
2025-03-22 22:46:04,41.36,73.28,1864
2025-03-22 22:46:19,33.4,42.54,1165
2025-03-22 22:46:34,-46.03,99.24,548
2025-03-22 22:46:49,34.91,42.1,491
2025-03-22 22:47:04,16.56,56.73,1566
2025-03-22 22:47:19,-47.68,61.71,1438
2025-03-22 22:47:34,-33.22,21.19,1241
2025-03-22 22:47:49,-12.72,70.88,1975
2025-03-22 22:48:04,33.01,60.6,485
2025-03-22 22:48:19,-27.17,27.69,1377
2025-03-22 22:48:34,2.76,67.25,400
2025-03-22 22:48:49,31.52,52.75,1464
2025-03-22 22:49:04,45.49,32.66,763
2025-03-22 22:49:19,-1.69,81.32,1185
